Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
404,1881,4,3,2,2008,Suburban,Good,Yes,364304
405,3878,7,5,1,2003,Downtown,Excellent,Yes,1365780
406,659,2,1,1,1974,Rural,Poor,Yes,92448
407,2963,7,4,2,2017,Countryside,Good,Yes,472642
408,1878,3,3,2,2014,Countryside,Poor,Yes,254102
409,549,3,2,1,2001,Urban,Fair,Yes,293795
410,1878,3,4,2,2008,Suburban,Fair,Yes,414719
411,1995,3,3,2,2021,Seaside,Good,Yes,569582
412,1540,3,3,2,1992,Countryside,Excellent,No,420575
413,1730,4,3,1,2017,Mountain,Good,Yes,520207
414,2206,3,3,2,2005,Downtown,Good,No,547108
415,1147,2,2,1,1996,Industrial,Good,No,133746
416,1754,3,2,1,2012,Mountain,Fair,No,379989
417,1851,3,3,2,2014,Industrial,Fair,Yes,139702
418,1410,4,3,2,2018,Downtown,Good,Yes,512220
419,1637,4,3,1,1984,Suburban,Fair,No,333635
420,1550,4,2,2,2022,Seaside,Good,Yes,566313
421,2346,3,3,2,2021,Downtown,Excellent,Yes,854379
422,1355,3,4,1,1990,Industrial,Poor,Yes,208066
423,1183,4,3,1,2007,Urban,Good,Yes,429532
424,1581,5,4,2,2006,Countryside,Good,No,360238
425,655,1,1,1,2002,Industrial,Excellent,Yes,130574
426,2049,5,4,1,2019,Industrial,Good,No,266252
427,1153,2,2,1,2017,Seaside,Fair,Yes,303126
428,2696,6,3,2,1956,Countryside,Good,Yes,518641
429,1494,3,3,1,2010,Suburban,Fair,No,297249
430,1536,3,3,2,1967,Rural,Poor,Yes,205589
431,500,3,4,1,1998,Rural,Excellent,Yes,257907
432,1924,4,3,1,1992,Industrial,Poor,No,225033
433,1743,3,4,2,1988,Industrial,Excellent,Yes,309974
434,2336,3,3,2,1994,Industrial,Fair,Yes,261236
435,2993,5,4,3,1981,Countryside,Poor,No,352113
436,1561,4,3,2,1989,Suburban,Fair,Yes,341223
437,631,1,1,1,1966,Industrial,Fair,Yes,90432
438,2070,5,4,1,1998,Mountain,Fair,No,402789
439,4973,6,6,1,2022,Downtown,Excellent,Yes,1643980
440,1737,5,4,1,2006,Mountain,Good,No,274106
441,1683,3,2,2,2008,Suburban,Poor,Yes,261724
442,1152,2,1,1,2021,Rural,Poor,Yes,136621
443,1584,4,2,2,1993,Industrial,Fair,Yes,219310
444,1727,3,3,2,2014,Mountain,Good,Yes,491693
445,1740,5,5,1,1988,Countryside,Poor,Yes,251865
446,1026,1,1,1,1986,Rural,Poor,Yes,118872
447,2203,3,3,3,2014,Downtown,Good,Yes,436366
448,1173,2,1,2,2007,Rural,Good,Yes,166242
449,1009,4,4,1,1988,Rural,Fair,No,203058
450,1536,4,2,1,2010,Rural,Fair,Yes,267124
451,1145,2,1,2,1968,Rural,Fair,Yes,127440
452,3159,7,4,3,2001,Suburban,Fair,Yes,652997
453,1576,5,4,2,2006,Downtown,Good,Yes,639785
454,1682,4,2,2,2015,Mountain,Fair,No,270906
455,1528,4,3,2,2011,Downtown,Poor,Yes,439923
456,2210,3,3,2,1990,Seaside,Poor,Yes,424833
457,1291,3,4,1,2002,Urban,Good,No,459274
458,659,2,1,2,1965,Rural,Poor,No,92448
459,2773,5,3,1,2008,Seaside,Good,No,869342
460,1879,5,4,2,2025,Industrial,Excellent,Yes,401913
461,2020,3,2,2,1987,Downtown,Fair,Yes,499406
462,1461,3,4,2,1979,Seaside,Poor,Yes,330633
463,1343,3,3,2,1978,Urban,Poor,Yes,306251
464,1108,2,2,2,2016,Countryside,Good,Yes,271780
465,508,2,2,1,1975,Downtown,Poor,Yes,182297
466,1322,2,2,2,1994,Countryside,Fair,Yes,225712
467,2523,5,3,2,1979,Rural,Poor,Yes,341669
468,2268,4,4,1,2015,Countryside,Poor,Yes,289018
469,3051,6,3,2,2023,Industrial,Good,Yes,386631
470,2352,4,4,3,2002,Mountain,Fair,Yes,474232
471,2982,4,3,2,2019,Industrial,Good,Yes,421422
472,2406,3,4,2,2013,Industrial,Poor,Yes,280887
473,1184,3,3,2,2002,Rural,Fair,Yes,259988
474,1407,3,3,2,2002,Urban,Good,Yes,531486
475,561,2,1,2,2000,Suburban,Good,No,163139
476,500,2,2,2,1980,Urban,Poor,Yes,138554
477,2670,5,4,1,1999,Suburban,Poor,Yes,552190
478,1205,2,2,1,1978,Industrial,Good,Yes,203408
479,1874,5,4,1,1981,Mountain,Good,Yes,462951
480,2093,3,3,2,1985,Seaside,Fair,Yes,672232
481,2094,3,4,1,2019,Mountain,Good,Yes,610380
482,2561,5,4,3,1954,Suburban,Fair,No,455670
483,1446,2,2,2,1998,Seaside,Poor,Yes,345176
484,2771,7,5,1,2001,Rural,Good,Yes,482933
485,1951,5,4,2,2007,Mountain,Fair,No,515793
486,1621,3,3,1,2016,Countryside,Good,Yes,286651
487,873,2,1,1,1982,Rural,Good,Yes,169223
488,801,3,4,2,1991,Suburban,Poor,Yes,255558
489,2817,6,4,3,1969,Mountain,Good,No,794248
490,1834,4,3,2,2002,Urban,Poor,Yes,445267
491,817,1,2,1,2022,Suburban,Excellent,Yes,313126
492,2382,3,2,2,2014,Urban,Good,Yes,516911
493,907,2,1,1,1967,Rural,Fair,Yes,110304
494,1043,3,2,1,2015,Countryside,Fair,Yes,240613
495,691,2,1,2,1964,Industrial,Fair,Yes,94752
496,2118,3,3,2,2004,Downtown,Good,Yes,585242
497,1322,3,3,2,2004,Seaside,Poor,Yes,345438
498,761,1,2,1,1993,Mountain,Fair,Yes,259833
499,2485,4,2,2,2006,Countryside,Fair,Yes,288445
500,1477,3,2,2,1995,Countryside,Fair,No,252661
501,2212,4,2,2,2000,Urban,Good,Yes,739470
502,1313,4,3,1,1994,Suburban,Good,Yes,277641
503,1265,3,3,2,2004,Seaside,Good,Yes,449124
504,1166,3,3,1,2016,Urban,Good,No,365395
505,1155,1,1,1,1975,Industrial,Poor,Yes,128160
506,2136,4,3,2,1955,Countryside,Good,Yes,338508
507,2602,6,5,1,1981,Downtown,Good,Yes,938392
508,1906,5,3,2,1986,Urban,Good,Yes,587081
509,2001,3,3,1,2018,Industrial,Good,Yes,298199
510,919,1,1,3,1967,Rural,Fair,Yes,111168
511,2256,5,4,1,2010,Countryside,Fair,Yes,458216
512,1311,2,1,1,2009,Seaside,Fair,Yes,405614
513,2157,5,4,2,2019,Mountain,Fair,Yes,480855
514,1685,4,4,1,2016,Suburban,Good,No,411573
515,1573,5,5,2,1981,Industrial,Poor,No,197854
516,1563,4,3,1,1993,Downtown,Good,No,445949
517,2515,6,5,3,1994,Rural,Good,No,331667
518,1343,3,3,2,1993,Mountain,Good,Yes,414507
519,1589,3,4,2,1984,Downtown,Fair,Yes,517790
520,4046,6,5,3,2000,Downtown,Excellent,Yes,1376960
521,2323,4,2,2,2019,Mountain,Poor,Yes,399392
522,1569,4,3,2,1980,Industrial,Fair,Yes,239256
523,1814,5,4,1,1996,Suburban,Fair,Yes,398063
524,1397,3,3,2,2018,Seaside,Good,Yes,485707
525,1426,4,3,2,2002,Suburban,Poor,No,271890
526,2531,5,5,2,1950,Rural,Poor,Yes,327808
527,954,1,2,2,2013,Mountain,Good,Yes,284835
528,2023,3,3,2,1989,Rural,Fair,Yes,317521
529,1448,2,2,1,1970,Suburban,Fair,No,247016
530,1743,4,3,2,2019,Suburban,Excellent,Yes,500966
531,1672,5,4,2,2014,Seaside,Good,No,646685
532,2414,3,3,3,1995,Suburban,Poor,No,317390
533,2401,3,3,2,1988,Mountain,Poor,Yes,371434
534,1260,4,4,2,2005,Urban,Excellent,Yes,400598
535,1166,3,2,2,1979,Industrial,Fair,Yes,142819
536,2825,4,3,2,1986,Downtown,Good,No,654719
537,1701,3,3,1,1999,Seaside,Fair,Yes,452489
538,1239,3,4,2,2000,Urban,Fair,Yes,413113
539,1026,2,1,1,1961,Industrial,Fair,Yes,118872
540,2278,3,3,2,2017,Industrial,Excellent,Yes,437235
541,1397,3,2,1,2022,Mountain,Excellent,No,511719
542,2082,5,4,2,2021,Suburban,Fair,Yes,494868
543,1534,3,2,1,1993,Industrial,Good,Yes,280025
544,5370,6,5,2,2002,Seaside,Excellent,Yes,1721200
545,2577,4,3,2,1970,Countryside,Fair,Yes,320779
546,1928,3,3,1,2017,Industrial,Good,Yes,237501
547,2083,3,4,2,2013,Countryside,Good,Yes,410120
548,1243,3,3,2,1978,Downtown,Excellent,No,523546
549,2370,3,3,2,1988,Rural,Poor,Yes,274865
550,1143,3,4,1,2021,Rural,Good,Yes,307137
551,1475,3,4,1,2015,Countryside,Good,Yes,396208
552,1460,3,3,1,1971,Industrial,Fair,No,168575
553,2595,4,3,2,1986,Mountain,Fair,Yes,418497
554,1293,3,3,2,2016,Urban,Excellent,Yes,526078
555,1191,3,2,1,1950,Suburban,Poor,Yes,219507
556,1158,2,2,2,2022,Mountain,Excellent,Yes,336564
557,1836,3,3,1,2019,Seaside,Fair,No,442650
558,860,1,2,1,1986,Countryside,Poor,No,130123
559,916,2,1,2,1984,Rural,Fair,Yes,110952
560,2800,6,4,3,2013,Mountain,Excellent,Yes,924702
561,1829,3,2,2,1978,Seaside,Good,Yes,566006
562,2419,5,4,1,1978,Suburban,Fair,Yes,549474
563,2469,4,3,2,1995,Countryside,Good,No,490301
564,2301,3,3,3,2013,Seaside,Good,Yes,595670
565,560,2,1,1,1995,Mountain,Poor,Yes,148622
566,1441,3,3,1,1984,Urban,Poor,Yes,310234
567,1343,2,2,1,1985,Seaside,Good,Yes,382513
568,1784,4,3,2,1998,Mountain,Poor,Yes,372054
569,1511,4,2,2,2007,Seaside,Good,Yes,560543
570,2335,3,3,3,2018,Suburban,Excellent,Yes,694518
571,1161,3,3,1,2014,Seaside,Fair,Yes,423925
572,1229,2,2,1,1971,Rural,Fair,No,149284
573,2220,3,2,3,1998,Seaside,Good,Yes,878327
574,2440,3,2,2,2016,Mountain,Excellent,Yes,678641
575,1950,3,3,1,2020,Industrial,Good,Yes,342123
576,1173,3,3,1,2022,Mountain,Good,Yes,419136
577,1566,3,3,2,2006,Countryside,Fair,Yes,276773
578,892,1,2,1,2009,Downtown,Good,Yes,280287
579,1900,3,4,1,1995,Industrial,Fair,No,230772
580,882,1,1,1,1986,Industrial,Poor,Yes,108504
581,1762,5,4,2,1984,Rural,Fair,No,266160
582,2186,4,2,2,1992,Industrial,Poor,Yes,170741
583,1037,3,3,1,2007,Suburban,Good,Yes,322849
584,2462,3,3,2,1990,Urban,Fair,Yes,490681
585,1733,5,4,2,2020,Downtown,Good,Yes,610983
586,1530,5,3,2,2014,Urban,Poor,No,414769
587,982,1,1,2,1965,Rural,Fair,Yes,115704
588,1473,3,3,2,2010,Countryside,Fair,Yes,322613
589,2391,4,3,1,1995,Suburban,Good,Yes,482378
590,611,1,2,1,1996,Industrial,Poor,Yes,81873
591,1216,2,1,1,2014,Urban,Fair,Yes,360299
592,1757,3,3,1,2008,Seaside,Fair,Yes,506567
593,500,3,4,1,2008,Mountain,Poor,No,161257
594,1839,5,3,2,1994,Urban,Fair,Yes,440415
595,1323,2,2,2,1990,Downtown,Poor,No,261269
596,2894,5,3,2,2015,Countryside,Excellent,No,548099
597,1827,3,3,2,2011,Urban,Fair,No,437151
598,869,2,1,1,1961,Industrial,Fair,Yes,107568
599,1562,3,3,2,2003,Countryside,Good,Yes,280895
600,2558,4,3,2,1981,Industrial,Fair,Yes,258259
601,2095,4,4,1,2006,Downtown,Fair,No,486285
602,1135,2,1,1,2012,Industrial,Excellent,No,245433
603,1349,4,4,2,1994,Rural,Poor,Yes,168120
604,1616,3,4,1,2013,Mountain,Good,Yes,445756
605,1440,4,3,2,2007,Suburban,Good,Yes,357357
606,1752,3,3,2,1991,Suburban,Good,Yes,275703
607,1716,3,2,2,1972,Downtown,Fair,Yes,498530
608,2123,3,3,2,2014,Industrial,Good,Yes,307279
609,1015,4,4,2,1989,Industrial,Good,Yes,169539
610,1513,3,3,1,2009,Downtown,Fair,Yes,328141
611,767,2,2,1,2016,Rural,Excellent,No,171279
612,2484,4,3,2,2006,Rural,Fair,Yes,489049
613,827,2,1,2,1961,Industrial,Fair,Yes,104544
614,1530,4,3,1,2002,Seaside,Good,Yes,522837
615,2189,4,2,2,2017,Countryside,Good,Yes,468448
616,1432,4,2,2,2003,Industrial,Good,Yes,281668
617,2396,3,2,1,2019,Seaside,Good,Yes,714757
618,1720,3,3,2,1994,Countryside,Poor,Yes,276564
619,1556,3,4,2,2017,Suburban,Good,Yes,401004
620,1657,4,3,2,2010,Seaside,Good,Yes,453391
621,2092,4,2,2,2024,Urban,Excellent,Yes,854306
622,1701,3,3,2,2018,Suburban,Good,No,384196
623,966,2,1,2,1997,Suburban,Good,No,269000
624,2301,3,2,2,2010,Industrial,Poor,Yes,266686
625,731,1,2,2,1989,Rural,Poor,No,64809
626,1359,3,3,1,2009,Countryside,Good,Yes,215907
627,5887,6,5,1,2014,Downtown,Excellent,Yes,1855620
628,1561,5,4,1,2005,Industrial,Good,No,206192
629,1105,3,3,1,2013,Rural,Excellent,Yes,240239
630,2203,4,3,2,1993,Urban,Good,No,559598
631,1112,2,2,1,2008,Suburban,Poor,Yes,229111
632,2143,4,4,2,1957,Rural,Excellent,Yes,492628
633,1083,3,2,1,2003,Suburban,Fair,Yes,279618
634,847,1,1,2,1981,Rural,Poor,Yes,105984
635,1495,3,4,1,1992,Suburban,Poor,No,174344
636,800,3,2,2,1986,Mountain,Poor,No,168525
637,2194,4,3,1,1993,Seaside,Fair,Yes,524538
638,3239,4,3,3,2013,Countryside,Poor,Yes,567526
639,2607,5,4,2,2009,Mountain,Poor,Yes,390873
640,2053,3,3,2,1984,Industrial,Fair,No,128732
641,2245,3,3,3,1998,Downtown,Fair,Yes,510889
642,1881,3,3,2,2023,Suburban,Excellent,Yes,511138
643,1723,5,4,2,1990,Industrial,Good,No,255002
644,1566,3,4,2,2024,Suburban,Good,Yes,325572
645,2275,5,3,2,2010,Downtown,Fair,Yes,560610
646,2172,5,4,1,2013,Rural,Fair,Yes,412492
647,1530,3,3,2,2009,Urban,Good,No,500628
648,1106,1,1,2,1968,Industrial,Fair,Yes,124632
649,1524,4,2,1,2005,Countryside,Poor,Yes,193607
650,1563,3,4,2,2012,Rural,Good,Yes,361937
651,1360,3,3,2,1982,Urban,Poor,No,233947
652,1064,2,2,2,2009,Rural,Fair,Yes,228449
653,1790,4,3,2,1988,Mountain,Fair,Yes,412344
654,1320,2,2,2,2013,Downtown,Good,Yes,315524
655,1107,2,1,2,1980,Industrial,Poor,Yes,124704
656,2276,3,3,2,2017,Seaside,Excellent,Yes,963074
657,2222,3,3,1,2008,Urban,Fair,Yes,676032
658,1772,5,5,2,1979,Rural,Poor,No,195657
659,1059,3,2,2,1983,Countryside,Excellent,Yes,338735
660,2080,3,3,1,2004,Countryside,Fair,No,291193
661,2682,6,3,2,1992,Downtown,Poor,No,436341
662,1320,3,3,1,2025,Mountain,Excellent,Yes,488420
663,2060,4,2,2,1993,Urban,Fair,Yes,447926
664,1838,3,2,2,2011,Suburban,Excellent,No,387882
665,1434,4,4,1,2023,Rural,Good,Yes,347092
666,1937,4,3,1,2012,Rural,Excellent,Yes,423138
667,580,2,1,1,2004,Industrial,Fair,Yes,146691
668,1890,5,3,2,1974,Rural,Fair,Yes,349497
669,980,3,4,2,2004,Industrial,Good,No,208732
670,3035,6,3,2,1950,Urban,Poor,Yes,549918
671,2150,3,3,1,2008,Rural,Excellent,Yes,410194
672,1635,3,3,2,1999,Downtown,Good,Yes,495929
673,1090,3,3,1,2004,Urban,Fair,Yes,321535
674,974,2,2,2,1996,Suburban,Fair,No,166846
675,1596,3,3,2,1989,Rural,Fair,Yes,293779
676,1113,2,1,2,1980,Industrial,Poor,Yes,125136
677,2091,4,3,2,2023,Downtown,Good,Yes,479979
678,724,2,1,1,1988,Downtown,Good,Yes,268518
679,966,2,1,2,1985,Seaside,Poor,No,199402
680,1015,2,1,1,1988,Suburban,Poor,No,148715
681,1762,5,4,1,2012,Downtown,Good,Yes,654024
682,1928,3,2,1,2017,Urban,Good,Yes,682978
683,1313,2,2,2,2005,Suburban,Fair,Yes,271643
684,2638,4,4,2,2002,Suburban,Poor,No,425247
685,1462,3,3,2,2022,Mountain,Excellent,Yes,585845
686,1825,4,3,2,2025,Industrial,Excellent,Yes,478973
687,4029,7,5,1,2000,Downtown,Excellent,Yes,1405040
688,1572,3,3,1,2019,Seaside,Good,Yes,371854
689,1435,3,3,1,2024,Downtown,Good,Yes,437347
690,1370,2,1,1,1985,Industrial,Good,No,163466
691,1519,5,3,1,2012,Mountain,Excellent,Yes,526470
692,2319,5,4,2,2015,Industrial,Good,Yes,334175
693,786,2,2,1,1997,Mountain,Poor,No,135525
694,1096,4,3,1,1983,Seaside,Excellent,No,313905
695,2599,7,4,1,1998,Downtown,Fair,Yes,504364
696,696,2,1,1,2013,Urban,Good,Yes,219100
697,2068,4,2,2,1983,Industrial,Fair,Yes,237023
698,1541,5,4,2,2019,Rural,Excellent,Yes,412031
699,962,1,1,2,1974,Rural,Poor,Yes,114264
700,2146,4,4,2,2016,Industrial,Good,Yes,417961
701,1996,5,4,2,2002,Industrial,Good,No,232798
702,1153,3,3,1,1957,Industrial,Fair,Yes,184171
703,1467,3,3,1,2005,Downtown,Good,No,517589
704,2857,5,4,1,2006,Suburban,Good,Yes,643812
705,1915,4,3,1,1985,Urban,Fair,No,543239
706,1587,5,4,1,2000,Seaside,Good,Yes,603413
707,1696,3,3,2,2010,Rural,Good,No,221935
708,1655,4,3,2,1983,Mountain,Poor,Yes,375824
709,537,3,3,1,2002,Urban,Good,Yes,380905
710,2273,4,3,1,2020,Countryside,Good,No,352264
711,1939,4,2,1,2002,Seaside,Good,No,561343
712,2245,4,3,2,2009,Urban,Excellent,Yes,708817
713,555,2,2,1,2019,Countryside,Good,No,164873
714,1978,3,3,1,2013,Mountain,Good,No,594703
715,1037,3,3,2,2014,Industrial,Fair,No,151540
716,1564,4,2,2,1999,Urban,Fair,Yes,361099
717,1920,5,4,2,2006,Countryside,Fair,No,321653
718,2029,4,3,2,1985,Countryside,Fair,No,323680
719,1358,3,4,2,2001,Seaside,Fair,Yes,411078
720,1875,3,3,2,2011,Seaside,Excellent,Yes,664873
721,1339,4,3,2,2016,Seaside,Good,Yes,510467
722,2551,6,4,2,2013,Rural,Good,Yes,521786
723,2187,3,3,2,2008,Suburban,Good,Yes,512431
724,1161,4,3,1,2004,Countryside,Fair,Yes,172555
725,1635,3,4,2,2020,Mountain,Good,No,432512
726,2012,3,2,3,2009,Mountain,Good,No,438930
727,1533,3,3,1,1972,Urban,Good,No,346107
728,1667,5,3,1,1995,Suburban,Poor,Yes,283233
729,2247,4,3,1,2016,Countryside,Good,Yes,462920
730,1111,3,3,1,2003,Urban,Poor,Yes,308663
731,1271,2,2,2,1989,Seaside,Fair,Yes,405335
732,1194,4,2,1,1996,Suburban,Good,Yes,373853
733,1931,5,3,1,2006,Urban,Good,No,479752
734,1803,4,3,2,1992,Countryside,Good,Yes,435243
735,1265,4,3,1,1978,Downtown,Good,No,300537
736,2939,7,3,2,2002,Suburban,Poor,Yes,340927
737,1694,5,4,1,1964,Seaside,Fair,No,420184
738,4959,7,5,1,2010,Downtown,Excellent,Yes,1646840
739,4157,5,4,2,2000,Seaside,Excellent,Yes,1347320
740,3139,4,3,3,1988,Rural,Fair,No,310706
741,5194,6,6,2,2018,Downtown,Excellent,Yes,1701440
742,907,2,2,1,1971,Countryside,Fair,Yes,117806
743,615,2,2,2,1995,Seaside,Fair,No,183137
744,2328,5,3,3,2006,Industrial,Good,Yes,295964
745,2574,6,3,3,1993,Countryside,Fair,Yes,602421
746,2424,3,3,3,2000,Suburban,Good,Yes,455354
747,2293,3,4,2,2006,Mountain,Poor,Yes,490478
748,2454,4,3,2,1988,Countryside,Poor,Yes,302715
749,2314,5,4,1,2001,Mountain,Fair,Yes,571019
750,2639,4,3,3,2002,Downtown,Fair,No,600455
751,1209,3,4,1,1989,Suburban,Poor,No,199053
752,2145,5,4,3,2001,Mountain,Excellent,Yes,869645
753,2085,3,2,1,2001,Urban,Fair,No,300086
754,1365,3,3,1,2024,Seaside,Excellent,No,501066
755,2061,3,2,3,2009,Seaside,Good,No,499180
756,2279,3,3,2,2007,Downtown,Good,No,434022
757,1900,5,4,1,1994,Industrial,Fair,Yes,316756
758,2914,5,4,2,2016,Urban,Good,Yes,950320
759,2443,3,2,2,2003,Countryside,Poor,Yes,271878
760,1888,5,5,2,2014,Seaside,Fair,No,540431
761,1448,3,3,2,1974,Countryside,Fair,No,201197
762,1030,2,2,1,2007,Suburban,Fair,Yes,189049
763,4143,5,5,1,1988,Downtown,Excellent,Yes,1369680
764,1269,3,3,2,2009,Mountain,Poor,No,257653
765,664,1,1,1,2023,Rural,Good,Yes,166673
766,1050,2,2,1,2003,Suburban,Fair,Yes,203386
767,1419,3,4,2,1986,Countryside,Good,Yes,268829
768,1885,4,4,2,2003,Mountain,Good,Yes,715033
769,1337,2,1,1,2009,Rural,Good,Yes,173956
770,701,1,1,1,1982,Rural,Fair,Yes,95472
771,1550,5,4,2,2022,Industrial,Fair,No,189189
772,1881,4,3,1,2012,Suburban,Good,Yes,554231
773,1178,4,3,1,2014,Suburban,Good,Yes,363699
774,2371,3,2,2,2019,Seaside,Fair,No,659096
775,500,1,2,1,2005,Countryside,Fair,Yes,107126
776,592,3,4,2,2000,Mountain,Good,Yes,308185
777,1572,3,3,1,2000,Seaside,Fair,Yes,550112
778,889,1,2,1,2012,Urban,Excellent,No,257498
779,1421,3,2,1,2022,Mountain,Good,Yes,310027
780,1168,3,4,1,2010,Rural,Good,Yes,175695
781,1056,3,2,1,1986,Rural,Poor,Yes,115986
782,2729,4,2,3,1972,Industrial,Good,Yes,407956
783,2076,4,2,3,1998,Downtown,Poor,No,463248
784,2254,4,4,3,2025,Industrial,Good,Yes,297465
785,1504,4,2,2,1998,Downtown,Good,No,535365
786,1705,5,4,2,1991,Seaside,Poor,No,297287
787,2038,5,5,2,2011,Seaside,Good,Yes,663775
788,1142,2,2,1,1955,Mountain,Fair,Yes,181415
789,991,2,2,1,2013,Mountain,Fair,Yes,271976
790,692,1,2,1,1992,Suburban,Poor,Yes,136980
791,1934,3,3,2,2017,Suburban,Good,Yes,520527
792,1445,3,3,2,2024,Downtown,Excellent,No,472707
793,1037,3,4,2,1971,Suburban,Good,Yes,298577
794,1772,4,3,1,2014,Seaside,Fair,Yes,598641
795,1749,4,3,1,2003,Suburban,Excellent,Yes,554932
796,2202,4,3,1,2008,Mountain,Good,Yes,673379
797,3050,6,3,4,2019,Industrial,Good,Yes,395764
798,2488,3,3,1,2018,Countryside,Good,Yes,395573
799,790,1,2,2,1998,Rural,Fair,Yes,140648
800,1862,4,3,1,2024,Countryside,Excellent,Yes,502884
801,761,2,2,1,2003,Seaside,Good,No,317088
802,3880,7,6,1,2013,Seaside,Excellent,Yes,1392300
803,1454,3,3,2,2002,Urban,Good,Yes,416243
804,2035,3,2,1,1954,Mountain,Good,Yes,480861
805,1560,5,5,2,1977,Seaside,Fair,Yes,421730
806,2163,3,2,2,1982,Urban,Fair,No,388372
807,718,1,2,2,1982,Industrial,Fair,Yes,118679
